k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,282,399,117,199,186.66109289061973,191.78691795107557,134.28195190429688,5.735263824462891,1.3061549423650294,0.3
2,399,565,166,283,256.79841837655886,259.33132283116504,197.88348388671875,4.197836399078369,1.2499919150670218,0.3
3,565,799,234,400,341.59500713576875,345.47418776234787,283.1505432128906,4.162628650665283,1.1766017251212033,0.3
4,799,1131,332,566,413.07269287109375,417.9179992675781,403.0612487792969,5.269227981567383,1.0,0.3
