k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,212,299,87,149,131.8092138481714,134.85858424635546,99.23698425292969,4.998449325561523,1.235482004503095,0.2
2,299,424,125,212,185.69398960123107,186.88698069254806,147.09950256347656,4.160191059112549,1.2041996143386384,0.2
3,424,599,175,300,254.7486237400517,257.45922731353846,212.4975128173828,3.5254225730895996,1.1665109222315395,0.2
4,599,848,249,424,346.5698679398444,348.1207887425659,302.8139953613281,4.133197784423828,1.1179184527843633,0.2
5,848,1199,351,600,436.5530700683594,441.8876037597656,428.4208984375,4.937207221984863,1.0,0.2
