k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,82.98103672614026,89.23249566645435,64.39307403564453,5.218478202819824,1.131704254122185,0.1
2,199,282,83,141,111.1947380257581,114.10212234886185,93.20071411132812,4.0351386070251465,1.1179006412638108,0.1
3,282,399,117,200,157.1611982479432,160.39297613896707,135.82347106933594,4.108762264251709,1.1020516474550097,0.1
4,399,565,166,283,217.83133295322483,221.2564470115832,194.8129119873047,3.890742063522339,1.083330638355674,0.1
5,565,799,234,400,300.2965657985084,302.9867762357215,276.8978576660156,3.976367473602295,1.0588672417070677,0.1
6,799,1131,332,566,402.29107666015625,405.6091613769531,395.1294250488281,4.1150689125061035,1.0,0.1
