,window_mean,window_mean,window_mean,faithfulness_prtb_p90,faithfulness_prtb_p90,faithfulness_prtb_p90,correlation_true_imp_mean,correlation_true_imp_mean,correlation_true_imp_mean,detection_time,detection_time,detection_time
,mean,std,count,mean,std,count,mean,std,count,mean,std,count
penalty_factor,,,,,,,,,,,,
0.0,339.9892534987934,34.180551148334494,18,2.0868412542507784,0.09750627740205643,18,0.5552637312563076,0.031216981347507156,18,949.5551448265711,691.8856401612076,18
0.05,356.98420270631283,32.93123982694584,18,2.082179532679119,0.09399145095634746,18,0.5479296201310913,0.03131156055112681,18,1035.0650747087266,754.6000612401834,18
0.1,368.8181320896544,29.701575875688487,18,2.086275916505306,0.08143231066005169,18,0.5411770942151608,0.03046303045111757,18,1090.7154292265575,795.5907647508517,18
0.15,379.58258326292554,27.1746800049582,18,2.0833783913297905,0.08005776265860468,18,0.5340038199347276,0.029012723828111715,18,1133.698981695705,826.2760526199793,18
0.2,388.36046888849364,25.852596994844127,18,2.0775977688257368,0.08238001740123464,18,0.5265393359084849,0.029124873242398375,18,1176.0990039507549,857.8281520315745,18
0.25,396.380904862525,25.02848651208664,18,2.0735484079280986,0.0741285857013673,18,0.5193087026057776,0.02663286241861835,18,1217.7646858559715,888.685461247392,18
0.3,401.58462300418887,24.3401776998364,18,2.0672384779959776,0.07115539691381503,18,0.5156518441252467,0.02633278166528443,18,1243.1965214676327,907.4207837323481,18
