k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,282,399,117,199,151.7809203616113,157.3488746407351,137.74302673339844,3.9908101558685303,1.051025823727505,0.05
2,399,565,166,283,213.8340727005505,216.35602937876263,198.65040588378906,3.5234360694885254,1.041665319177837,0.05
3,565,799,234,400,300.9508726987924,302.6687840357411,283.820556640625,4.382482528686523,1.029433620853534,0.05
4,799,1131,332,566,411.8910827636719,415.60406494140625,403.804443359375,4.9254536628723145,1.0,0.05
