k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,85.01106231515762,88.42936658773667,69.5566177368164,3.2434747219085693,1.131704254122185,0.1
2,199,282,83,141,114.69342280630646,117.49536427641381,97.3901138305664,2.310912609100342,1.1179006412638108,0.1
3,282,399,117,200,158.1992482997834,161.00411906840216,138.54359436035156,2.2831101417541504,1.1020516474550097,0.1
4,399,565,166,283,216.75788744245915,221.20462447814745,196.50535583496094,2.090698719024658,1.083330638355674,0.1
5,565,799,234,400,298.86014103568,302.773503414821,277.8822326660156,2.2141213417053223,1.0588672417070677,0.1
6,799,1131,332,566,399.1000061035156,402.4112243652344,394.230224609375,2.6688597202301025,1.0,0.1
