k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,212,299,87,149,122.82772189925022,130.78488574294067,97.38996124267578,5.215997695922852,1.1766115033773212,0.15
2,299,424,125,212,176.44198806323385,179.4728243139611,146.8758087158203,3.5278663635253906,1.1531497107539788,0.15
3,424,599,175,300,246.0883491317831,249.3152479360227,212.7736053466797,3.5491890907287598,1.1248831916736546,0.15
4,599,848,249,424,338.3050139254376,341.49346742312065,302.9761047363281,4.266501426696777,1.0884388395882725,0.15
5,848,1199,351,600,438.3541564941406,442.2093811035156,428.77978515625,5.34950065612793,1.0,0.15
