,windows_run_0,window_mean
1006,565.0,565.0
1007,565.0,565.0
1008,565.0,565.0
1009,565.0,565.0
1010,565.0,565.0
1011,565.0,565.0
1012,565.0,565.0
1013,565.0,565.0
1014,565.0,565.0
1015,565.0,565.0
1016,565.0,565.0
1017,565.0,565.0
1018,565.0,565.0
1019,565.0,565.0
1020,199.0,199.0
1021,565.0,565.0
1022,199.0,199.0
1023,199.0,199.0
1024,199.0,199.0
1025,199.0,199.0
1026,199.0,199.0
1027,199.0,199.0
1028,141.0,141.0
1029,141.0,141.0
1030,141.0,141.0
1031,199.0,199.0
1032,199.0,199.0
1033,199.0,199.0
1034,199.0,199.0
1035,141.0,141.0
1036,199.0,199.0
1037,199.0,199.0
1038,199.0,199.0
1039,199.0,199.0
1040,199.0,199.0
1041,199.0,199.0
1042,199.0,199.0
1043,199.0,199.0
1044,199.0,199.0
1045,199.0,199.0
1046,199.0,199.0
1047,199.0,199.0
1048,199.0,199.0
1049,199.0,199.0
1050,199.0,199.0
1051,199.0,199.0
1052,199.0,199.0
1053,199.0,199.0
1054,199.0,199.0
1055,199.0,199.0
1056,199.0,199.0
1057,199.0,199.0
1058,199.0,199.0
1059,199.0,199.0
1060,199.0,199.0
1061,199.0,199.0
1062,199.0,199.0
1063,199.0,199.0
1064,199.0,199.0
1065,199.0,199.0
1066,199.0,199.0
1067,199.0,199.0
1068,199.0,199.0
1069,199.0,199.0
1070,199.0,199.0
1071,199.0,199.0
1072,199.0,199.0
1073,199.0,199.0
1074,199.0,199.0
1075,199.0,199.0
1076,199.0,199.0
1077,199.0,199.0
1078,199.0,199.0
1079,199.0,199.0
1080,199.0,199.0
1081,199.0,199.0
1082,199.0,199.0
1083,199.0,199.0
1084,199.0,199.0
1085,199.0,199.0
1086,199.0,199.0
1087,199.0,199.0
1088,199.0,199.0
1089,199.0,199.0
1090,199.0,199.0
1091,199.0,199.0
1092,199.0,199.0
1093,282.0,282.0
1094,282.0,282.0
1095,199.0,199.0
1096,282.0,282.0
1097,282.0,282.0
1098,199.0,199.0
1099,282.0,282.0
1100,282.0,282.0
1101,282.0,282.0
1102,282.0,282.0
1103,282.0,282.0
1104,282.0,282.0
1105,282.0,282.0
1106,282.0,282.0
1107,282.0,282.0
1108,282.0,282.0
1109,282.0,282.0
1110,282.0,282.0
1111,282.0,282.0
1112,282.0,282.0
1113,282.0,282.0
1114,282.0,282.0
1115,282.0,282.0
1116,282.0,282.0
1117,282.0,282.0
1118,199.0,199.0
1119,199.0,199.0
1120,282.0,282.0
1121,282.0,282.0
1122,282.0,282.0
1123,199.0,199.0
1124,199.0,199.0
1125,199.0,199.0
1126,199.0,199.0
1127,199.0,199.0
1128,199.0,199.0
1129,282.0,282.0
1130,282.0,282.0
1131,141.0,141.0
1132,282.0,282.0
1133,141.0,141.0
1134,282.0,282.0
1135,282.0,282.0
1136,282.0,282.0
1137,282.0,282.0
1138,282.0,282.0
1139,282.0,282.0
1140,282.0,282.0
1141,282.0,282.0
1142,282.0,282.0
1143,282.0,282.0
1144,282.0,282.0
1145,282.0,282.0
1146,282.0,282.0
1147,282.0,282.0
1148,282.0,282.0
1149,282.0,282.0
1150,282.0,282.0
1151,282.0,282.0
1152,282.0,282.0
1153,282.0,282.0
1154,282.0,282.0
1155,282.0,282.0
1156,282.0,282.0
1157,282.0,282.0
1158,282.0,282.0
1159,282.0,282.0
1160,282.0,282.0
1161,282.0,282.0
1162,282.0,282.0
1163,282.0,282.0
1164,282.0,282.0
1165,282.0,282.0
1166,282.0,282.0
1167,282.0,282.0
1168,282.0,282.0
1169,282.0,282.0
1170,282.0,282.0
1171,282.0,282.0
1172,282.0,282.0
1173,399.0,399.0
1174,282.0,282.0
1175,282.0,282.0
1176,282.0,282.0
1177,282.0,282.0
1178,282.0,282.0
1179,282.0,282.0
1180,282.0,282.0
1181,282.0,282.0
1182,282.0,282.0
1183,282.0,282.0
1184,282.0,282.0
1185,282.0,282.0
1186,282.0,282.0
1187,282.0,282.0
1188,282.0,282.0
1189,282.0,282.0
1190,282.0,282.0
1191,282.0,282.0
1192,282.0,282.0
1193,282.0,282.0
1194,282.0,282.0
1195,282.0,282.0
1196,282.0,282.0
1197,282.0,282.0
1198,282.0,282.0
1199,282.0,282.0
1200,282.0,282.0
1201,282.0,282.0
1202,282.0,282.0
1203,282.0,282.0
1204,399.0,399.0
1205,399.0,399.0
1206,399.0,399.0
1207,399.0,399.0
1208,399.0,399.0
1209,399.0,399.0
1210,399.0,399.0
1211,399.0,399.0
1212,399.0,399.0
1213,399.0,399.0
1214,399.0,399.0
1215,399.0,399.0
1216,399.0,399.0
1217,399.0,399.0
1218,399.0,399.0
1219,141.0,141.0
1220,399.0,399.0
1221,399.0,399.0
1222,399.0,399.0
1223,399.0,399.0
1224,399.0,399.0
1225,399.0,399.0
1226,399.0,399.0
1227,399.0,399.0
1228,399.0,399.0
1229,399.0,399.0
1230,399.0,399.0
1231,399.0,399.0
1232,399.0,399.0
1233,399.0,399.0
1234,399.0,399.0
1235,399.0,399.0
1236,399.0,399.0
1237,399.0,399.0
1238,399.0,399.0
1239,399.0,399.0
1240,399.0,399.0
1241,399.0,399.0
1242,399.0,399.0
1243,399.0,399.0
1244,399.0,399.0
1245,399.0,399.0
1246,399.0,399.0
1247,399.0,399.0
