,Date,N,windows,scaled_windows,MSE,RMSE
0,0,-1.103338449065532,,,,
1,1,-1.7180292444034186,,,,
2,2,-2.339064961771789,,,,
3,3,-1.866396286134907,,,,
4,4,-1.9689083290220597,,,,
5,5,-1.6875890570870706,,,,
6,6,-0.7141406267255952,,,,
7,7,0.1786450115616414,,,,
8,8,0.6119468555159358,,,,
9,9,0.0946286157302858,,,,
10,10,-0.6618606089957182,,,,
11,11,-1.4034229007227754,,,,
12,12,-1.6126077883774128,,,,
13,13,-1.5233799384237905,,,,
14,14,-2.37347592884677,,,,
15,15,-3.3019757461871277,,,,
16,16,-2.705041510836846,,,,
17,17,-4.342976906562262,,,,
18,18,-4.145802896649451,,,,
19,19,-3.3758771238812963,,,,
20,20,-4.108532815926752,,,,
21,21,-4.885850465175521,,,,
22,22,-5.23273555049289,,,,
23,23,-4.1513812394181695,,,,
24,24,-3.9672603320445448,,,,
25,25,-5.533972699580913,,,,
26,26,-5.485110955149031,,,,
27,27,-4.017715390152384,,,,
28,28,-2.742419343189764,,,,
29,29,-1.9331637215939297,,,,
30,30,-2.045507501885876,,,,
31,31,-3.732652458297936,,,,
32,32,-3.2295961956151555,,,,
33,33,-3.140395939904713,,,,
34,34,-2.8191789679652848,,,,
35,35,-1.0586568815283233,,,,
36,36,-0.8287034038049091,,,,
37,37,-0.50827761070775,,,,
38,38,0.1287740346508425,,,,
39,39,-0.1540420858329517,,,,
40,40,-0.8067892493983012,,,,
41,41,-1.4637360513258884,,,,
42,42,-0.5600042746935028,,,,
43,43,-0.0221564061787992,,,,
44,44,-0.5297246406547996,,,,
45,45,0.6701215349467803,,,,
46,46,0.7819220517275345,,,,
47,47,-0.6350845703520774,,,,
48,48,0.0488232879987398,,,,
49,49,-0.0940763443891278,,,,
50,50,-1.419333147378831,,,,
51,51,-0.7623675173723565,,,,
52,52,-1.0460813782474632,,,,
53,53,-1.3556328498079913,,,,
54,54,-0.6482581372196089,,,,
55,55,-2.7999461908372445,,,,
56,56,-3.817290704905723,,,,
57,57,-3.894563850828704,,,,
58,58,-3.3221162592747953,,,,
59,59,-3.7321304625059177,,,,
60,60,-4.427801457279897,,,,
61,61,-5.107986865297075,,,,
62,62,-4.796080651841159,,,,
63,63,-3.73681053942779,,,,
64,64,-4.9121722736113895,,,,
65,65,-6.5866629674121615,,,,
66,66,-6.311862675913128,,,,
67,67,-6.177682892211515,,,,
68,68,-6.5978803169222715,,,,
69,69,-5.45124497513205,,,,
70,70,-4.229244522972483,,,,
71,71,-4.490978891765617,,,,
72,72,-4.483137305347585,,,,
73,73,-3.5519966089877015,,,,
74,74,-3.7157507305991326,,,,
75,75,-4.827671379581985,,,,
76,76,-4.485149959830725,,,,
77,77,-5.026301691154806,,,,
78,78,-4.291519684250773,,,,
79,79,-4.462656138793898,,,,
80,80,-4.2987209759828415,,,,
81,81,-3.436977302085069,,,,
82,82,-3.305712439653483,,,,
83,83,-3.686514396686363,,,,
84,84,-4.391746753364087,,,,
85,85,-2.3014243614651475,,,,
86,86,-1.045455930324144,,,,
87,87,-2.511494812855144,,,,
88,88,-3.346249567269524,,,,
89,89,-2.463182075326889,,,,
90,90,-2.863806159852054,,,,
91,91,-2.6203564476993417,,,,
92,92,-1.597579094411995,,,,
93,93,-1.3638737091916893,,,,
94,94,-1.3988820707173275,,,,
95,95,-1.7622075926788825,,,,
96,96,-1.700036996407196,,,,
97,97,-1.174959934639408,,,,
98,98,0.6426802136989065,,,,
99,99,1.6146653356342835,,,,
100,100,1.2484289763408511,,,,
101,101,2.062724219983042,,,,
102,102,2.002225133093298,,,,
103,103,0.353731068634961,,,,
104,104,0.2523559490191746,,,,
105,105,1.245367067836907,,,,
106,106,0.5305284631280658,,,,
107,107,1.4284432724248368,,,,
108,108,0.9966749716834948,,,,
109,109,0.9430871466639144,,,,
110,110,-0.318119956266248,,,,
111,111,1.8032682374517075,,,,
