k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,99.76151504699304,106.69028842529796,62.40471267700195,6.294617176055908,1.3951127623665547,0.3
2,199,282,83,141,131.17888244400217,136.9871324822071,89.87708282470703,5.176377296447754,1.3537019237914325,0.3
3,282,399,117,200,182.7068929589766,185.42212313365985,132.90838623046875,4.630062103271484,1.3061549423650294,0.3
4,399,565,166,283,249.15837303520203,254.5670065702905,194.53182983398438,3.9248945713043213,1.2499919150670218,0.3
5,565,799,234,400,331.7278616200787,334.3055917606038,276.58575439453125,3.709306001663208,1.1766017251212033,0.3
6,799,1131,332,566,403.2384948730469,406.0381164550781,395.60546875,4.20102596282959,1.0,0.3
