k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,106,149,43,74,65.24800402926016,71.88403047695104,47.38545608520508,4.055604934692383,1.2163040329901325,0.15
2,149,212,63,106,88.80413504593356,92.0456290704936,67.6808853149414,4.007134437561035,1.1978029889095334,0.15
3,212,299,87,150,123.89242819784619,128.22321168851815,100.43900299072266,3.672771692276001,1.1766115033773212,0.15
4,299,424,125,212,173.96817788052016,178.41829832343382,145.97235107421875,3.5219759941101074,1.1531497107539788,0.15
5,424,599,175,300,239.32794464383508,241.5458539836682,207.96533203125,3.0738492012023926,1.1248831916736546,0.15
6,599,848,249,424,328.8304341742279,331.85672463434776,296.255859375,3.5415096282958984,1.0884388395882725,0.15
7,848,1199,351,600,425.8758544921875,431.23736572265625,419.8599853515625,3.8906588554382324,1.0,0.15
