k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,77.9425561154266,78.70192098971532,68.89924621582031,0.40965959429740906,1.1178162060485854,0.1
2,199,282,83,141,108.55248863080652,109.22524821908074,97.6844253540039,0.3956730365753174,1.1021528710522592,0.1
3,282,399,117,200,150.7719365298785,151.64386952125668,138.26754760742188,0.4423738420009613,1.0833617814234033,0.1
4,399,565,166,283,208.49990993712305,210.12147309772456,195.8047637939453,0.5429295301437378,1.0589800232499595,0.1
5,565,799,234,400,277.79888916015625,278.59130859375,276.8683776855469,0.4558585286140442,1.0,0.1
