k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,282,399,117,199,174.12530471923154,176.57108441754295,136.88662719726562,4.392554759979248,1.2041032949100197,0.2
2,399,565,166,283,238.80429121878313,242.60735134646373,198.48703002929688,3.7157821655273438,1.1666612767113478,0.2
3,565,799,234,400,325.0906935846517,329.89663122416795,283.5100402832031,3.9036128520965576,1.1177344834141354,0.2
4,799,1131,332,566,410.06103515625,415.1822509765625,402.2745361328125,4.606176376342773,1.0,0.2
