k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,247,349,102,174,138.0276932028915,141.08749374144736,117.05825805664062,4.290195465087891,1.1177839545521686,0.1
2,349,494,145,247,198.2332439203527,199.82441689822554,172.70382690429688,3.8443567752838135,1.1020599044395145,0.1
3,494,699,205,350,275.11507021100306,278.15766530209976,247.89755249023438,3.7708475589752197,1.0833161937701663,0.1
4,699,989,290,495,382.46219681040054,384.6747986342676,353.10882568359375,4.26989221572876,1.058910405650352,0.1
5,989,1399,410,700,515.7685546875,522.2177734375,501.4685974121094,8.020088195800781,1.0,0.1
