k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,176,249,73,124,103.81981036455308,107.5346113251406,74.9007797241211,8.469602584838867,1.197651442269552,0.15
2,249,353,104,177,145.21430174893203,148.57690635874675,114.69100189208984,7.097266674041748,1.176802976075451,0.15
3,353,499,146,250,204.28659830755976,208.9660879086895,169.85171508789062,5.239020824432373,1.1529916704876224,0.15
4,499,707,208,354,285.55939318678105,288.9428618569386,246.41046142578125,4.129836082458496,1.1249733786259428,0.15
5,707,999,292,500,391.5307772884943,397.3257409467189,351.9859313964844,4.590458869934082,1.088197463324744,0.15
6,999,1414,415,707,520.518798828125,528.2377319335938,504.28448486328125,8.463481903076172,1.0,0.15
