k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,85.34149384748532,88.36859895971153,69.914794921875,3.2864341735839844,1.131704254122185,0.1
2,199,282,83,141,114.46483109345282,120.23079734502753,96.97089385986328,3.000014305114746,1.1179006412638108,0.1
3,282,399,117,200,158.18781343771872,162.8870204511107,138.15924072265625,2.9348578453063965,1.1020516474550097,0.1
4,399,565,166,283,218.2693862661586,222.2556714138556,196.86788940429688,2.8110175132751465,1.083330638355674,0.1
5,565,799,234,400,300.9104360680003,303.04229179728316,279.2908935546875,2.531479835510254,1.0588672417070677,0.1
6,799,1131,332,566,403.6767578125,406.96258544921875,397.477294921875,3.6134536266326904,1.0,0.1
