k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,176,249,73,124,117.08386423465053,123.52984073048248,78.09387969970703,7.366055965423584,1.3294190704492532,0.25
2,249,353,104,177,160.93046275585868,163.978500169943,117.26759338378906,5.038056373596191,1.2946716267924185,0.25
3,353,499,146,250,223.71527377522966,227.09013626891576,171.18389892578125,4.5687384605407715,1.2549861174793708,0.25
4,499,707,208,354,307.8044047975959,314.2383923492844,246.81625366210938,4.748081684112549,1.2082889643765715,0.25
5,707,999,292,500,412.55069587269713,418.06291224916845,351.6869812011719,4.926937103271484,1.1469957722079067,0.25
6,999,1414,415,707,515.4349975585938,522.578369140625,503.1831359863281,6.596560955047607,1.0,0.25
