k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,247,349,102,174,170.02113660284144,172.73601793235795,118.31278991699219,4.390564918518066,1.3533518636565063,0.3
2,349,494,145,247,235.35831342178344,237.59412174179627,173.82424926757812,3.784409284591675,1.3061797133185438,0.3
3,494,699,205,350,318.95776919304194,321.9757762984623,248.39947509765625,3.796126365661621,1.249948581310499,0.3
4,699,989,290,495,423.7295705344294,429.8214744319013,352.7012634277344,4.490548610687256,1.1767312169510558,0.3
5,989,1399,410,700,510.7549133300781,515.072265625,500.02850341796875,5.980836391448975,1.0,0.3
