k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,86.32033835056178,87.11294292142279,68.91023254394531,0.42301174998283386,1.235632412097171,0.2
2,199,282,83,141,118.56257354513583,119.48804729905335,97.6923599243164,0.40738072991371155,1.2043057421045185,0.2
3,282,399,117,200,162.39356733999352,163.33894883043928,138.2736053466797,0.4663831889629364,1.1667235628468067,0.2
4,399,565,166,283,220.09492123521602,221.55959969518503,195.81069946289062,0.5429773926734924,1.117960046499919,0.2
5,565,799,234,400,277.814208984375,278.6007080078125,276.86578369140625,0.45510876178741455,1.0,0.2
