k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,212,299,87,149,104.83232879638672,106.5875015258789,95.3041000366211,7.261801719665527,1.0,0.0
2,299,424,125,212,151.3568572998047,153.38864135742188,143.8577117919922,4.9734344482421875,1.0,0.0
3,424,599,175,300,216.26779174804688,218.87889099121094,209.9673309326172,4.118453502655029,1.0,0.0
4,599,848,249,424,306.7612609863281,308.90380859375,300.2086181640625,4.184051036834717,1.0,0.0
5,848,1199,351,600,434.179931640625,438.7394714355469,425.6212463378906,5.205188274383545,1.0,0.0
