dataset,N0,alpha,num_bootstrap,window_csv,window_mean,window_std,window_min,window_max,detection_time,n_timepoints,breakpoint_detection_lag_mean,breakpoint_detection_lag_std,success,faithfulness_prtb_p50,faithfulness_prtb_p70,faithfulness_prtb_p90,faithfulness_sqnc_p50,faithfulness_sqnc_p70,faithfulness_sqnc_p90,ablation_lif_p50,ablation_lif_p70,ablation_lif_p90,ablation_mif_p50,ablation_mif_p70,ablation_mif_p90
arx_rotating,50,0.95,10,examples/results/robustness/lpa_sensitivity/arx_rotating/temp_N050_alpha0.95_num_bootstrap10/windows.csv,196.51733333333337,122.01838395738272,1.0,888.0,7086.744843006134,1500,0.5,0.5,True,0.2481362437238355,0.1448579208779788,0.1448579208779788,0.5945484676337991,0.3041342380708587,0.3041342380708587,0.2473965243386004,0.217539294270093,0.217539294270093,0.1173104269053032,0.0855455583181672,0.0855455583181672
