k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,212,299,87,149,110.88912909021987,113.14166862443695,95.07628631591797,7.355685710906982,1.0588705011257737,0.05
2,299,424,125,212,160.49809160036548,164.70197045972867,146.15194702148438,4.168820381164551,1.0510499035846597,0.05
3,424,599,175,300,228.1463536704826,231.96785401612692,212.52008056640625,4.71150541305542,1.041627730557885,0.05
4,599,848,249,424,320.00089440061953,322.6427688108264,302.56829833984375,4.389379024505615,1.0294796131960908,0.05
5,848,1199,351,600,436.7579040527344,442.86981201171875,428.4543762207031,5.555655479431152,1.0,0.05
