k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,88.0074986841691,93.54447606451147,70.97015380859375,3.4197609424591064,1.131704254122185,0.1
2,199,282,83,141,113.98648745434393,116.52318850664531,98.009765625,2.2034647464752197,1.1179006412638108,0.1
3,282,399,117,200,158.3051216697232,159.74694006426117,139.58718872070312,2.0592973232269287,1.1020516474550097,0.1
4,399,565,166,283,219.16079996250818,220.8833743617869,197.7816925048828,2.4259443283081055,1.083330638355674,0.1
5,565,799,234,400,300.71891061201893,302.6142920226124,279.6221923828125,2.3387374877929688,1.0588672417070677,0.1
6,799,1131,332,566,402.45904541015625,405.2469177246094,396.4845886230469,3.20287823677063,1.0,0.1
