k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,212,299,87,149,120.97584605933609,128.1844856293631,90.08515930175781,9.068521499633789,1.1766115033773212,0.15
2,299,424,125,212,172.4178059602894,176.6263202832329,140.2650909423828,7.101483345031738,1.1531497107539788,0.15
3,424,599,175,300,242.98892999466628,244.57795451913486,206.39601135253906,5.704288005828857,1.1248831916736546,0.15
4,599,848,249,424,333.8034118484869,336.73848975204214,297.8795166015625,4.6307148933410645,1.0884388395882725,0.15
5,848,1199,351,600,433.31005859375,439.2003479003906,424.67706298828125,5.236172199249268,1.0,0.15
