k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,86.31041158565442,87.31811491709603,68.93537902832031,0.4502505660057068,1.235632412097171,0.2
2,199,282,83,141,118.72856618686602,119.75121353642943,97.71627807617188,0.4442077577114105,1.2043057421045185,0.2
3,282,399,117,200,162.57593910784328,163.88948226942662,138.29904174804688,0.5077525973320007,1.1667235628468067,0.2
4,399,565,166,283,220.16678960795625,221.27789205041117,195.82191467285156,0.5450667142868042,1.117960046499919,0.2
5,565,799,234,400,277.9317321777344,278.731201171875,276.8794250488281,0.4777466058731079,1.0,0.2
