k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,176,249,73,124,105.57821216815564,110.29196364126729,78.19778442382812,7.100988388061523,1.197651442269552,0.15
2,249,353,104,177,143.52724435744886,145.8331845457449,114.41390991210938,6.768673419952393,1.176802976075451,0.15
3,353,499,146,250,202.6979624148948,205.05303094203734,169.00416564941406,5.152762413024902,1.1529916704876224,0.15
4,499,707,208,354,285.8059960853,286.5889079326168,245.7452392578125,4.466695785522461,1.1249733786259428,0.15
5,707,999,292,500,389.3672010941703,393.23201568117,350.81488037109375,4.07143497467041,1.088197463324744,0.15
6,999,1414,415,707,518.641845703125,520.7461547851562,503.441650390625,7.4705634117126465,1.0,0.15
