k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,212,299,87,149,142.0816739594861,146.40075064323054,94.64611053466797,7.084939002990723,1.3532230067546425,0.3
2,299,424,125,212,198.7474493126719,203.24094311894092,144.63656616210938,4.635941982269287,1.3062994215079575,0.3
3,424,599,175,300,272.0340528654778,279.8328498717179,211.9474639892578,3.675562858581543,1.2497663833473094,0.3
4,599,848,249,424,362.90399517702537,367.47804405731125,301.70330810546875,4.120741844177246,1.1768776791765452,0.3
5,848,1199,351,600,434.82989501953125,438.2727966308594,426.8517150878906,4.533710956573486,1.0,0.3
