k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,88.32034381029725,97.02463004037585,61.62263488769531,5.87056827545166,1.2634085082443698,0.2
2,199,282,83,141,122.46513325863349,127.88281397271248,91.5126724243164,5.093346118927002,1.2358012825276217,0.2
3,282,399,117,200,171.24588174140248,175.1465399707114,134.6649627685547,4.7446184158325195,1.2041032949100197,0.2
4,399,565,166,283,234.1502498134745,241.5961891275538,194.74874877929688,3.9538025856018066,1.1666612767113478,0.2
5,565,799,234,400,317.39453498217887,320.0595580978607,277.64703369140625,3.4804019927978516,1.1177344834141354,0.2
6,799,1131,332,566,399.92547607421875,403.46429443359375,394.43792724609375,3.6332991123199463,1.0,0.2
