k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,282,399,117,199,142.87393188476562,144.70950317382812,135.38055419921875,4.912566661834717,1.0,0.0
2,399,565,166,283,205.54847717285156,207.9329071044922,198.7778778076172,3.6921746730804443,1.0,0.0
3,565,799,234,400,292.098388671875,296.54541015625,284.0257263183594,4.228038311004639,1.0,0.0
4,799,1131,332,566,412.8725891113281,414.7113342285156,404.01788330078125,5.1241559982299805,1.0,0.0
