k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,247,349,102,174,145.00705769627118,147.19994885431933,116.90406036376953,4.076838493347168,1.1766759318282531,0.15
2,349,494,145,247,206.76319619040206,208.53212006306674,172.8722686767578,3.681499481201172,1.1530898566592718,0.15
3,494,699,205,350,286.05303687901016,289.3790717080715,247.8663330078125,3.74051570892334,1.1249742906552493,0.15
4,699,989,290,495,393.13666963665526,398.6619319566357,353.6170959472656,4.40942907333374,1.088365608475528,0.15
5,989,1399,410,700,514.0023193359375,518.4005126953125,501.59197998046875,6.957626819610596,1.0,0.15
