k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,247,349,102,174,161.0227135658675,166.93991574714562,117.82263946533203,4.496533393859863,1.2944598863804218,0.25
2,349,494,145,247,225.86505752225864,230.29238303531898,173.2152557373047,3.8102242946624756,1.2551497610987865,0.25
3,494,699,205,350,307.20621476774505,310.2134266214312,247.89910888671875,3.585448741912842,1.2082904844254156,0.25
4,699,989,290,495,412.86279103944355,419.10625114280566,352.3935852050781,4.517909526824951,1.1472760141258798,0.25
5,989,1399,410,700,509.5569763183594,513.7265014648438,499.22015380859375,5.974523067474365,1.0,0.25
