k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,89.19044702358956,94.0454938467529,70.38208770751953,3.9736931324005127,1.131704254122185,0.1
2,199,282,83,141,114.92511904059428,119.83149106891447,98.47457122802734,2.54500150680542,1.1179006412638108,0.1
3,282,399,117,200,160.8298383177579,162.84360160721224,140.4988555908203,2.6189310550689697,1.1020516474550097,0.1
4,399,565,166,283,219.74207191330072,224.22380362308263,198.27317810058594,2.757506847381592,1.083330638355674,0.1
5,565,799,234,400,303.0066816990055,306.9273147424954,280.1918640136719,3.1457693576812744,1.0588672417070677,0.1
6,799,1131,332,566,402.58734130859375,405.3099670410156,397.2490539550781,2.9265425205230713,1.0,0.1
