k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,86.19317583219951,87.02102843153976,68.89889526367188,0.4074665606021881,1.235632412097171,0.2
2,199,282,83,141,118.6049583594999,119.34959146388053,97.6817855834961,0.39270666241645813,1.2043057421045185,0.2
3,282,399,117,200,162.34295401160648,163.31737185048675,138.25965881347656,0.4453994035720825,1.1667235628468067,0.2
4,399,565,166,283,220.08688657973045,221.79456645666713,195.80487060546875,0.547644853591919,1.117960046499919,0.2
5,565,799,234,400,277.84503173828125,278.6134033203125,276.87005615234375,0.4618610143661499,1.0,0.2
