k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,76.85503580172137,81.36735890354286,63.22872543334961,5.331612586975098,1.0658521270610926,0.05
2,199,282,83,141,105.55441510825096,107.97161593245339,92.95397186279297,4.358024597167969,1.0589503206319055,0.05
3,282,399,117,200,149.19053045224675,153.216153730185,136.2832489013672,3.764054298400879,1.051025823727505,0.05
4,399,565,166,283,210.10222277136464,214.55276073570593,196.16668701171875,3.724148750305176,1.041665319177837,0.05
5,565,799,234,400,293.3967814725248,296.18433868114164,278.6291198730469,3.888659715652466,1.029433620853534,0.05
6,799,1131,332,566,402.5873107910156,405.8005676269531,396.43011474609375,3.897282123565674,1.0,0.05
