k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,176,249,73,124,89.0428695678711,93.41351318359375,78.22671508789062,6.791224002838135,1.0,0.0
2,249,353,104,177,124.02934265136719,128.05577087402344,117.37133026123047,5.029495716094971,1.0,0.0
3,353,499,146,250,178.7535400390625,181.27786254882812,171.27670288085938,4.876424312591553,1.0,0.0
4,499,707,208,354,255.2529296875,259.8141784667969,247.26881408691406,4.62199592590332,1.0,0.0
5,707,999,292,500,360.324462890625,367.841552734375,352.1379699707031,4.8506178855896,1.0,0.0
6,999,1414,415,707,515.6121826171875,521.294677734375,503.83514404296875,6.839180946350098,1.0,0.0
