Date,N,windows,scaled_windows,MSE,RMSE
851,0.7902265706412179,399,0.46830985915492956,0,0
852,2.59486098711575,399,0.46776084407971863,0,0
853,0.8150101728005891,399,0.4672131147540984,0,0
854,3.496239257909852,49,0.05730994152046784,0,0
855,0.2863234989404445,141,0.1647196261682243,0,0
856,2.407826542142834,399,0.46557759626604434,0,0
857,-0.5456089701118483,399,0.46503496503496505,0,0
858,3.224662533236385,99,0.11525029103608847,0,0
859,-0.459381114712141,399,0.46395348837209305,0,0
860,2.360088069714114,35,0.04065040650406504,0,0
861,-1.6090002565541277,399,0.462877030162413,0,0
862,4.6670032467540095,399,0.4623406720741599,0,0
863,-1.266891215887324,399,0.4618055555555556,0,0
864,3.556133119806103,35,0.04046242774566474,0,0
865,-1.5145178911463786,399,0.4607390300230947,0,0
866,4.355278119165594,399,0.4602076124567474,0,0
867,-1.5597987217425806,35,0.04032258064516129,0,0
868,2.8242705348879342,35,0.04027617951668585,0,0
869,-1.4126712110316064,399,0.4586206896551724,0,0
870,4.1558139140686805,49,0.05625717566016074,0,0
871,0.0575137325115415,35,0.040137614678899085,0,0
872,5.0601703615341584,35,0.04009163802978236,0,0
873,-0.5220773844755723,49,0.05606407322654462,0,0
874,3.116357076557295,399,0.456,0,0
875,-0.7604490592396109,99,0.11301369863013698,0,0
876,2.3830759586786168,35,0.039908779931584946,0,0
877,-0.619824112137665,35,0.03986332574031891,0,0
878,3.0557964752494,399,0.4539249146757679,0,0
879,-1.0593330303530086,399,0.45340909090909093,0,0
880,1.9664773869043568,35,0.039727582292849034,0,0
881,-1.9937802160670524,399,0.4523809523809524,0,0
882,2.4731292162724636,399,0.45186862967157415,0,0
883,-1.3361938980332635,70,0.07918552036199095,0,0
884,3.0923200603705165,49,0.05536723163841808,0,0
885,-2.426632606399204,399,0.4503386004514673,0,0
886,2.2688169179120163,399,0.44983089064261556,0,0
887,-0.8397902674694793,70,0.07882882882882883,0,0
