k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,75.87143689628826,80.5527714621054,63.836875915527344,4.411342620849609,1.0658521270610926,0.05
2,199,282,83,141,109.7594267509476,114.02414331055607,96.26045227050781,4.036392688751221,1.0589503206319055,0.05
3,282,399,117,200,154.93622702880054,161.4123140638813,139.17015075683594,4.750990390777588,1.051025823727505,0.05
4,399,565,166,283,219.6499049446986,221.8624423912146,201.8534698486328,5.212162017822266,1.041665319177837,0.05
5,565,799,234,400,307.52406774757253,311.00556902512955,288.0479431152344,6.457274913787842,1.029433620853534,0.05
6,799,1131,332,566,426.4905090332031,432.4107971191406,412.6703796386719,8.280708312988281,1.0,0.05
