k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,282,399,117,199,159.84386733623276,163.0320077757011,137.6865692138672,4.646043300628662,1.1020516474550097,0.1
2,399,565,166,283,221.00976514030356,223.38037742739138,198.64071655273438,3.514065980911255,1.083330638355674,0.1
3,565,799,234,400,306.3757459879575,311.1116951744989,283.2076416015625,3.944777011871338,1.0588672417070677,0.1
4,799,1131,332,566,409.5708923339844,412.21612548828125,402.3589172363281,4.327010631561279,1.0,0.1
