k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,93.53623902030347,107.46249914479598,72.59944152832031,5.731734275817871,1.131704254122185,0.1
2,199,282,83,141,115.91731215048917,119.03139448721161,98.63469696044922,2.7885825634002686,1.1179006412638108,0.1
3,282,399,117,200,161.64220118758368,165.28063976876876,141.73037719726562,3.057422161102295,1.1020516474550097,0.1
4,399,565,166,283,223.18664215087878,227.64142944933684,200.0413818359375,3.180070161819458,1.083330638355674,0.1
5,565,799,234,400,307.0811620001177,310.9391380739521,283.20745849609375,3.7569501399993896,1.0588672417070677,0.1
6,799,1131,332,566,406.45965576171875,410.7232666015625,399.6246032714844,3.9012973308563232,1.0,0.1
