k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,247,349,102,174,153.68788922079,156.6438463061888,118.38916015625,4.055701732635498,1.2355679091043374,0.2
2,349,494,145,247,216.83435131958205,219.17411323763778,174.10150146484375,3.2786359786987305,1.2041198088790293,0.2
3,494,699,205,350,297.7118181379952,302.42413288256495,248.2491455078125,3.873715400695801,1.1666323875403326,0.2
4,699,989,290,495,401.5121749575588,405.9092279145112,351.9486083984375,4.13226318359375,1.117820811300704,0.2
5,989,1399,410,700,508.25823974609375,510.40447998046875,499.0118713378906,5.632851600646973,1.0,0.2
