k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,282,399,117,199,167.20409809242437,170.54076675987426,137.80548095703125,4.0943121910095215,1.1530774711825147,0.15
2,399,565,166,283,229.953063552674,231.81987431899736,198.705078125,3.5601065158843994,1.124995957533511,0.15
3,565,799,234,400,317.08755585989593,320.3121054950627,283.7861022949219,3.9794368743896484,1.0883008625606017,0.15
4,799,1131,332,566,411.89239501953125,419.1114196777344,402.85662841796875,5.125196933746338,1.0,0.15
