k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,282,399,117,199,189.03969957628098,191.7886518908947,137.07130432128906,4.442362308502197,1.3061549423650294,0.3
2,399,565,166,283,255.8239984095645,258.0840202602756,198.51687622070312,3.771066665649414,1.2499919150670218,0.3
3,565,799,234,400,341.24236414436206,343.9283180885833,283.14947509765625,3.9174304008483887,1.1766017251212033,0.3
4,799,1131,332,566,410.1879577636719,413.1477966308594,402.0760803222656,4.677211284637451,1.0,0.3
