k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,90.69792915252742,95.19301411496376,69.64443969726562,3.9614524841308594,1.1975563811832775,0.15
2,199,282,83,141,120.46018459822399,122.79784165607221,97.29715728759766,2.826303482055664,1.1768509618957164,0.15
3,282,399,117,200,166.43773158527875,168.57935974186148,139.33734130859375,2.857086420059204,1.1530774711825147,0.15
4,399,565,166,283,228.77450943798252,232.26203810491882,198.10037231445312,3.295456647872925,1.124995957533511,0.15
5,565,799,234,400,310.0066256688667,314.4205412155679,279.951416015625,3.17602276802063,1.0883008625606017,0.15
6,799,1131,332,566,402.1878967285156,404.2447509765625,397.19488525390625,3.221482753753662,1.0,0.15
