k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,84.52025881310286,89.59578903343161,69.01931762695312,3.247286558151245,1.131704254122185,0.1
2,199,282,83,141,114.18550092452253,116.53031014235283,96.9442138671875,2.6880083084106445,1.1179006412638108,0.1
3,282,399,117,200,156.47399666980454,161.68678033366223,137.39306640625,2.753920316696167,1.1020516474550097,0.1
4,399,565,166,283,216.57998820646696,219.91342514506943,195.48020935058594,2.5424442291259766,1.083330638355674,0.1
5,565,799,234,400,298.76090454583374,301.9002804694887,277.5718078613281,2.7827041149139404,1.0588672417070677,0.1
6,799,1131,332,566,399.3159484863281,403.7829284667969,394.49298095703125,2.8859105110168457,1.0,0.1
