k,n_k,n_k_plus1,j_start,j_end,critical_value_95,critical_value_99,mean,std,adjustment_factor,penalty_factor
1,141,199,58,99,85.25509985970191,88.64624951589292,70.24720764160156,2.8472981452941895,1.131704254122185,0.1
2,199,282,83,141,113.97907583586509,116.48119217823358,97.57234191894531,2.37479829788208,1.1179006412638108,0.1
3,282,399,117,200,156.13510435335004,157.95867898111132,137.8555145263672,2.173020601272583,1.1020516474550097,0.1
4,399,565,166,283,217.22400922804803,219.5489482583949,196.27720642089844,2.279085874557495,1.083330638355674,0.1
5,565,799,234,400,298.0847650754517,301.35304179949634,277.9341125488281,2.133277177810669,1.0588672417070677,0.1
6,799,1131,332,566,399.43218994140625,403.02825927734375,395.00225830078125,2.61440372467041,1.0,0.1
